Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/1/14,walking,walking,2014-10-01T06:50:30-07:00,2014-10-01T06:51:06-07:00,36,0.015,49,0
10/1/14,walking,walking,2014-10-01T07:33:03-07:00,2014-10-01T07:33:38-07:00,35,0.017,56,0
10/1/14,walking,walking,2014-10-01T08:15:35-07:00,2014-10-01T08:15:48-07:00,13,0.006,17,0
10/1/14,transport,transport,2014-10-01T08:42:59-07:00,2014-10-01T08:50:36-07:00,457,1.650,0,0
10/1/14,walking,walking,2014-10-01T08:50:35-07:00,2014-10-01T08:52:45-07:00,130,0.088,230,0
10/1/14,walking,walking,2014-10-01T08:57:18-07:00,2014-10-01T08:57:48-07:00,30,0.009,20,0
10/1/14,walking,walking,2014-10-01T09:22:08-07:00,2014-10-01T09:22:09-07:00,1,0.000,1,0
10/1/14,walking,walking,2014-10-01T09:22:08-07:00,2014-10-01T09:24:40-07:00,152,0.047,152,0
10/1/14,transport,transport,2014-10-01T09:24:40-07:00,2014-10-01T09:35:23-07:00,643,2.739,0,0
10/1/14,walking,walking,2014-10-01T09:35:35-07:00,2014-10-01T09:43:07-07:00,452,0.352,757,0
10/1/14,walking,walking,2014-10-01T10:26:42-07:00,2014-10-01T10:29:01-07:00,139,0.125,268,0
10/1/14,walking,walking,2014-10-01T10:54:16-07:00,2014-10-01T10:59:55-07:00,339,0.295,633,0
10/1/14,walking,walking,2014-10-01T11:00:00-07:00,2014-10-01T11:00:16-07:00,16,0.009,30,0
10/1/14,transport,transport,2014-10-01T11:02:55-07:00,2014-10-01T11:09:35-07:00,400,2.498,0,0
10/1/14,walking,walking,2014-10-01T11:10:10-07:00,2014-10-01T11:10:40-07:00,30,0.009,30,0
10/1/14,walking,walking,2014-10-01T11:21:20-07:00,2014-10-01T11:33:59-07:00,759,0.700,1244,0
10/1/14,walking,walking,2014-10-01T11:35:48-07:00,2014-10-01T11:36:18-07:00,30,0.019,60,0
10/1/14,walking,walking,2014-10-01T11:38:17-07:00,2014-10-01T11:42:20-07:00,243,0.194,468,0
10/1/14,walking,walking,2014-10-01T11:52:17-07:00,2014-10-01T11:52:21-07:00,4,0.001,4,0
10/1/14,walking,walking,2014-10-01T11:52:21-07:00,2014-10-01T11:56:32-07:00,251,0.173,251,0
10/1/14,walking,walking,2014-10-01T12:51:26-07:00,2014-10-01T13:06:27-07:00,901,0.684,1104,0
10/1/14,walking,walking,2014-10-01T13:06:27-07:00,2014-10-01T13:07:11-07:00,44,0.014,32,0
10/1/14,walking,walking,2014-10-01T14:03:48-07:00,2014-10-01T14:04:18-07:00,30,0.012,40,0
10/1/14,walking,walking,2014-10-01T14:32:18-07:00,2014-10-01T14:51:22-07:00,1144,0.857,1435,0
10/1/14,walking,walking,2014-10-01T16:03:20-07:00,2014-10-01T16:18:47-07:00,927,0.869,1210,0
10/1/14,walking,walking,2014-10-01T16:18:52-07:00,2014-10-01T16:20:03-07:00,71,0.023,74,0
10/1/14,walking,walking,2014-10-01T19:48:09-07:00,2014-10-01T19:49:39-07:00,90,0.037,121,0
10/1/14,walking,walking,2014-10-01T23:16:59-07:00,2014-10-01T23:17:29-07:00,30,0.009,30,0
10/2/14,walking,walking,2014-10-02T06:31:24-07:00,2014-10-02T06:31:34-07:00,10,0.005,15,0
10/2/14,walking,walking,2014-10-02T07:00:59-07:00,2014-10-02T07:01:34-07:00,35,0.011,27,0
10/2/14,transport,transport,2014-10-02T08:00:18-07:00,2014-10-02T08:07:51-07:00,453,1.760,0,0
10/2/14,walking,walking,2014-10-02T08:07:52-07:00,2014-10-02T08:10:41-07:00,169,0.098,306,0
10/2/14,walking,walking,2014-10-02T08:33:47-07:00,2014-10-02T08:34:17-07:00,30,0.016,50,0
10/2/14,walking,walking,2014-10-02T09:31:18-07:00,2014-10-02T09:33:07-07:00,109,0.051,164,0
10/2/14,walking,walking,2014-10-02T10:00:32-07:00,2014-10-02T10:01:02-07:00,30,0.019,60,0
10/2/14,walking,walking,2014-10-02T11:11:54-07:00,2014-10-02T11:12:54-07:00,60,0.025,80,0
10/2/14,walking,walking,2014-10-02T11:40:34-07:00,2014-10-02T11:44:05-07:00,211,0.128,412,0
10/2/14,transport,transport,2014-10-02T11:44:05-07:00,2014-10-02T11:55:26-07:00,681,1.575,0,0
10/2/14,walking,walking,2014-10-02T12:13:15-07:00,2014-10-02T12:15:21-07:00,126,0.059,74,0
10/2/14,walking,walking,2014-10-02T12:21:04-07:00,2014-10-02T12:25:32-07:00,268,0.200,268,0
10/2/14,walking,walking,2014-10-02T13:56:21-07:00,2014-10-02T13:56:46-07:00,25,0.013,41,0
10/2/14,walking,walking,2014-10-02T14:03:27-07:00,2014-10-02T14:07:56-07:00,269,0.177,380,0
10/2/14,walking,walking,2014-10-02T14:49:10-07:00,2014-10-02T15:02:46-07:00,816,0.421,1355,0
10/2/14,transport,transport,2014-10-02T15:02:45-07:00,2014-10-02T15:05:59-07:00,194,1.159,0,0
10/2/14,transport,transport,2014-10-02T15:05:59-07:00,2014-10-02T15:10:07-07:00,248,0.335,0,0
10/2/14,walking,walking,2014-10-02T15:10:07-07:00,2014-10-02T15:10:36-07:00,29,0.015,48,0
10/2/14,walking,walking,2014-10-02T16:47:49-07:00,2014-10-02T16:50:29-07:00,160,0.095,203,0
10/2/14,walking,walking,2014-10-02T17:00:43-07:00,2014-10-02T17:01:13-07:00,30,0.009,30,0
10/2/14,walking,walking,2014-10-02T18:47:22-07:00,2014-10-02T18:58:01-07:00,639,0.300,639,0
10/2/14,walking,walking,2014-10-02T18:58:20-07:00,2014-10-02T18:58:25-07:00,5,0.002,7,0
10/2/14,walking,walking,2014-10-02T19:07:59-07:00,2014-10-02T19:08:29-07:00,30,0.012,40,0
10/2/14,walking,walking,2014-10-02T19:11:27-07:00,2014-10-02T19:34:42-07:00,1395,1.007,2160,0
10/2/14,walking,walking,2014-10-02T20:21:04-07:00,2014-10-02T20:24:33-07:00,209,0.117,250,0
10/2/14,walking,walking,2014-10-02T21:18:20-07:00,2014-10-02T21:20:20-07:00,120,0.059,191,0
10/2/14,walking,walking,2014-10-02T22:06:06-07:00,2014-10-02T22:30:36-07:00,1470,1.040,2231,0
10/2/14,transport,transport,2014-10-02T23:06:59-07:00,2014-10-02T23:07:28-07:00,29,0.731,0,0
10/3/14,walking,walking,2014-10-03T00:27:38-07:00,2014-10-03T00:28:08-07:00,30,0.009,20,0
10/3/14,walking,walking,2014-10-03T06:31:04-07:00,2014-10-03T06:31:17-07:00,13,0.006,17,0
10/3/14,walking,walking,2014-10-03T07:00:37-07:00,2014-10-03T07:01:45-07:00,68,0.021,66,0
10/3/14,transport,transport,2014-10-03T07:45:03-07:00,2014-10-03T07:51:09-07:00,366,1.799,0,0
