Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/29/14,walking,walking,2014-09-29T00:02:51-07:00,2014-09-29T00:03:21-07:00,30,0.009,30,0
9/29/14,walking,walking,2014-09-29T01:16:05-07:00,2014-09-29T01:16:35-07:00,30,0.009,30,0
9/29/14,walking,walking,2014-09-29T07:10:07-07:00,2014-09-29T07:11:01-07:00,54,0.025,80,0
9/29/14,walking,walking,2014-09-29T08:10:37-07:00,2014-09-29T08:11:58-07:00,81,0.040,129,0
9/29/14,transport,transport,2014-09-29T08:52:05-07:00,2014-09-29T08:57:35-07:00,330,1.804,0,0
9/29/14,walking,walking,2014-09-29T08:57:35-07:00,2014-09-29T09:00:27-07:00,172,0.094,237,0
9/29/14,walking,walking,2014-09-29T09:02:18-07:00,2014-09-29T09:04:49-07:00,151,0.113,242,0
9/29/14,walking,walking,2014-09-29T10:59:56-07:00,2014-09-29T11:02:36-07:00,160,0.104,223,0
9/29/14,transport,transport,2014-09-29T11:10:22-07:00,2014-09-29T11:12:56-07:00,154,1.502,0,0
9/29/14,walking,walking,2014-09-29T11:24:29-07:00,2014-09-29T11:37:06-07:00,757,0.619,1328,0
9/29/14,walking,walking,2014-09-29T11:38:09-07:00,2014-09-29T11:40:23-07:00,134,0.085,111,0
9/29/14,transport,transport,2014-09-29T11:40:23-07:00,2014-09-29T11:48:35-07:00,492,0.455,0,0
9/29/14,walking,walking,2014-09-29T11:48:35-07:00,2014-09-29T11:54:17-07:00,342,0.219,342,0
9/29/14,walking,walking,2014-09-29T12:49:24-07:00,2014-09-29T12:54:06-07:00,282,0.210,267,0
9/29/14,walking,walking,2014-09-29T13:00:29-07:00,2014-09-29T13:07:31-07:00,422,0.250,537,0
9/29/14,walking,walking,2014-09-29T13:47:04-07:00,2014-09-29T13:47:12-07:00,8,0.004,11,0
9/29/14,walking,walking,2014-09-29T13:48:34-07:00,2014-09-29T14:02:18-07:00,824,0.332,799,0
9/29/14,transport,transport,2014-09-29T14:12:19-07:00,2014-09-29T14:13:11-07:00,52,0.240,0,0
9/29/14,walking,walking,2014-09-29T14:27:10-07:00,2014-09-29T14:27:40-07:00,30,0.012,40,0
9/29/14,walking,walking,2014-09-29T14:37:00-07:00,2014-09-29T14:54:31-07:00,1051,0.685,1725,0
9/29/14,walking,walking,2014-09-29T14:57:15-07:00,2014-09-29T14:57:20-07:00,5,0.002,6,0
9/29/14,walking,walking,2014-09-29T15:55:28-07:00,2014-09-29T15:55:32-07:00,4,0.001,4,0
9/29/14,walking,walking,2014-09-29T15:55:32-07:00,2014-09-29T16:10:45-07:00,913,0.673,1068,0
9/29/14,walking,walking,2014-09-29T16:40:51-07:00,2014-09-29T16:41:21-07:00,30,0.016,50,0
9/29/14,transport,transport,2014-09-29T16:41:45-07:00,2014-09-29T16:49:15-07:00,450,1.921,0,0
9/29/14,walking,walking,2014-09-29T16:49:15-07:00,2014-09-29T16:52:29-07:00,194,0.098,314,0
9/29/14,walking,walking,2014-09-29T16:57:17-07:00,2014-09-29T16:57:29-07:00,12,0.004,14,0
9/29/14,walking,walking,2014-09-29T16:58:45-07:00,2014-09-29T17:08:27-07:00,582,0.386,816,0
9/29/14,walking,walking,2014-09-29T17:37:23-07:00,2014-09-29T17:37:53-07:00,30,0.009,30,0
9/29/14,walking,walking,2014-09-29T17:55:36-07:00,2014-09-29T18:05:52-07:00,616,0.401,960,0
9/29/14,transport,transport,2014-09-29T18:05:51-07:00,2014-09-29T18:30:39-07:00,1488,6.568,0,0
9/29/14,walking,walking,2014-09-29T18:30:48-07:00,2014-09-29T18:32:20-07:00,92,0.044,142,0
9/29/14,walking,walking,2014-09-29T19:31:10-07:00,2014-09-29T19:33:31-07:00,141,0.077,165,0
9/29/14,transport,transport,2014-09-29T19:56:23-07:00,2014-09-29T19:59:04-07:00,161,0.784,0,0
9/29/14,walking,walking,2014-09-29T20:00:18-07:00,2014-09-29T20:02:44-07:00,146,0.098,209,0
9/29/14,transport,transport,2014-09-29T20:24:44-07:00,2014-09-29T20:38:18-07:00,814,3.489,0,0
9/29/14,walking,walking,2014-09-29T20:39:11-07:00,2014-09-29T20:40:43-07:00,92,0.045,144,0
9/29/14,walking,walking,2014-09-29T21:00:00-07:00,2014-09-29T21:00:17-07:00,17,0.009,28,0
9/29/14,transport,transport,2014-09-29T21:02:15-07:00,2014-09-29T21:09:28-07:00,433,2.641,0,0
9/29/14,walking,walking,2014-09-29T22:32:27-07:00,2014-09-29T22:32:57-07:00,30,0.009,30,0
9/29/14,walking,walking,2014-09-29T23:02:43-07:00,2014-09-29T23:03:13-07:00,30,0.019,60,0
