Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/30/14,walking,walking,2014-09-30T00:19:53-07:00,2014-09-30T00:21:23-07:00,90,0.040,131,0
9/30/14,walking,walking,2014-09-30T06:30:43-07:00,2014-09-30T06:31:03-07:00,20,0.010,31,0
9/30/14,walking,walking,2014-09-30T07:15:30-07:00,2014-09-30T07:15:47-07:00,17,0.007,22,0
9/30/14,walking,walking,2014-09-30T08:00:35-07:00,2014-09-30T08:00:44-07:00,9,0.004,12,0
9/30/14,transport,transport,2014-09-30T08:12:34-07:00,2014-09-30T08:16:26-07:00,232,1.377,0,0
9/30/14,walking,walking,2014-09-30T08:16:26-07:00,2014-09-30T08:19:04-07:00,158,0.132,287,0
9/30/14,walking,walking,2014-09-30T08:25:07-07:00,2014-09-30T08:25:37-07:00,30,0.011,34,0
9/30/14,walking,walking,2014-09-30T09:55:54-07:00,2014-09-30T09:59:10-07:00,196,0.133,285,0
9/30/14,transport,transport,2014-09-30T10:01:11-07:00,2014-09-30T10:06:35-07:00,324,1.814,0,0
9/30/14,walking,walking,2014-09-30T10:13:58-07:00,2014-09-30T10:30:59-07:00,1021,0.318,887,0
9/30/14,transport,transport,2014-09-30T10:30:59-07:00,2014-09-30T10:33:22-07:00,143,0.508,0,0
9/30/14,walking,walking,2014-09-30T10:33:23-07:00,2014-09-30T10:37:02-07:00,219,0.142,304,0
9/30/14,walking,walking,2014-09-30T13:02:36-07:00,2014-09-30T13:02:44-07:00,8,0.003,10,0
9/30/14,walking,walking,2014-09-30T13:02:44-07:00,2014-09-30T13:19:05-07:00,981,0.728,922,0
9/30/14,walking,walking,2014-09-30T13:23:11-07:00,2014-09-30T13:26:08-07:00,177,0.110,236,0
9/30/14,transport,transport,2014-09-30T13:32:31-07:00,2014-09-30T13:35:33-07:00,182,0.895,0,0
9/30/14,walking,walking,2014-09-30T13:35:33-07:00,2014-09-30T13:37:44-07:00,131,0.094,166,0
9/30/14,walking,walking,2014-09-30T13:38:57-07:00,2014-09-30T13:41:57-07:00,180,0.127,271,0
9/30/14,walking,walking,2014-09-30T14:00:38-07:00,2014-09-30T14:00:52-07:00,14,0.006,18,0
9/30/14,transport,transport,2014-09-30T14:01:12-07:00,2014-09-30T14:06:48-07:00,336,0.942,0,0
9/30/14,walking,walking,2014-09-30T14:07:07-07:00,2014-09-30T14:08:31-07:00,84,0.031,100,0
9/30/14,walking,walking,2014-09-30T14:58:31-07:00,2014-09-30T15:11:36-07:00,785,0.543,840,0
9/30/14,walking,walking,2014-09-30T15:18:53-07:00,2014-09-30T15:20:58-07:00,125,0.062,133,0
9/30/14,walking,walking,2014-09-30T16:46:45-07:00,2014-09-30T16:59:59-07:00,794,0.247,714,0
9/30/14,walking,walking,2014-09-30T17:09:54-07:00,2014-09-30T17:11:24-07:00,90,0.028,81,0
9/30/14,transport,transport,2014-09-30T17:19:03-07:00,2014-09-30T17:39:29-07:00,1226,2.682,0,0
9/30/14,walking,walking,2014-09-30T18:02:33-07:00,2014-09-30T18:04:07-07:00,94,0.049,158,0
9/30/14,walking,walking,2014-09-30T20:43:43-07:00,2014-09-30T20:47:10-07:00,207,0.120,257,0
9/30/14,walking,walking,2014-09-30T21:02:30-07:00,2014-09-30T21:03:14-07:00,44,0.021,66,0
9/30/14,transport,transport,2014-09-30T21:08:29-07:00,2014-09-30T21:11:39-07:00,190,2.160,0,0
9/30/14,walking,walking,2014-09-30T21:12:16-07:00,2014-09-30T21:13:46-07:00,90,0.028,80,0
9/30/14,transport,transport,2014-09-30T21:53:46-07:00,2014-09-30T21:58:21-07:00,275,2.458,0,0
9/30/14,walking,walking,2014-09-30T21:58:24-07:00,2014-09-30T21:58:29-07:00,5,0.002,6,0
9/30/14,walking,walking,2014-09-30T22:03:54-07:00,2014-09-30T22:04:24-07:00,30,0.012,40,0
9/30/14,transport,transport,2014-09-30T22:13:18-07:00,2014-09-30T22:16:06-07:00,168,2.202,0,0
9/30/14,walking,walking,2014-09-30T22:16:23-07:00,2014-09-30T22:17:00-07:00,37,0.017,55,0
9/30/14,transport,transport,2014-09-30T22:20:20-07:00,2014-09-30T22:24:20-07:00,240,1.081,0,0
9/30/14,walking,walking,2014-09-30T23:51:25-07:00,2014-09-30T23:52:28-07:00,63,0.026,84,0
